高新万达广场	工业南路与会展东路交汇处	117.1277760,36.6842760
中辉紫金府	综合试验区翠园南路与环岛路交叉口	119.7907500,25.5008800
华升-睿尚城	万州区枇杷坪东路66号	108.4096940,30.8317100
上宁公寓	松江-九亭-沪松公路1686号	121.3076910,31.1342040
佰昌公馆	解放大道轻轨1号线堤角站	114.3432990,30.6684330
恒华金尊府	睢宁睢河路、青年路交汇处	117.9350080,33.8879110
金科大都会	涪陵重庆市涪陵区太白大道8号（原红星国际广场）查看地图	107.2891700,29.7341810
中铁青岛中心	香港中路8号	120.3798760,36.0632280
九鼎城	科技四路与丈八北路十字东南	108.8731440,34.2199760
雷威沁园	锦北街道临水路雷威沁园	120.1884750,30.3226660
方略城市广场	开元路与东四线交汇处东北角	113.1053960,28.2475050
百步亭果果寓	百步亭花园路与后湖大道交汇处	114.3154570,30.6543500
首钢-柒里风华	宝坻京津新城祥瑞大街与珠江街交口	116.2983550,39.6786540
当代著家MOMΛ	苏州市相城大道与湖沁路交汇处	120.6392790,31.3619910
雅棠轩	建设一路23号	120.2839790,30.1935610
汇豪星河苑	临潼区文化西路与康复北路交汇处东南方向	109.1996310,34.3776180
华邦首府	和畅二路与仲恺大道交汇处（航天科技园斜对面）	114.3642110,23.0357510
恒大山湖郡	泰康山风景区旁（广明高速明城出口）	113.2673710,23.1168350
城投瀚城璞岸	雄楚大街450号	114.3679840,30.4994750
卓越中寰	沙井街道镇环路	113.8410050,22.7718070
铜梁御景天下	新大什字（人民医院旁）	106.5191540,29.3854420
中梁壹号院	灵龙路南150米处	104.1870890,30.6519750
重庆桃李春风	重庆市大足区玉龙镇龙水湖度假区景观大道旁	105.7738060,29.5660330
东庭郡园	兴城大道与兴一路交汇处	114.0800850,30.3239180
西港杏苑	墙头镇墙头镇观海北路	121.7819060,29.4673830
东方鼎盛御府	农业南路与商鼎路交汇处向东100米路南	113.7575760,34.7549860
金地两岸风华	福民路22号	106.5938560,29.5951760
万光山海城	轸大路与山海南路交汇处南200米	121.4062400,37.4558900
保利达大象公寓	浑南区浑南二路6号	123.4564510,41.7469300
华邦观湖别院	紫阳东大道辅路华邦观湖别院	116.0577940,28.6697100
花木星辰苑	龙东路188号	121.6437330,31.2259410
融创长乐壹号-湖上	营滨路融创长乐壹号-湖上	119.4819370,25.9138420
奥体清华苑	天虹大道东侧睢宁中学和体育场正对面	117.9548870,33.9225670
海投第一湾-湖海庄园	马銮湾大道与新景路交叉口南侧	117.9948280,24.5261510
宁安小区	北荣街与兴凯路交叉口东北角	114.4849440,38.0508880
怡林名门	银山路66号（北陵公园东门东800米）	123.4502810,41.8454970
诚通公园里	向阳路诚通公园里	120.4352940,30.8555230
盈翠豪园	涌口村东风路	113.6650800,22.9370700
卓越蔚蓝城	渝北区宝石路(重庆广告产业园南200米)	106.5973060,29.6451440
中铁金海澜廷	金海岸大道东中铁金海澜廷	113.3722010,22.0635660
红星国际广场	建国南路821号（华育学校西侧、两馆原址）	120.7536560,30.7644830
首创伊林郡	京港澳高速22B良乡机场出口即到，行宫西街1号院	116.1452520,39.7537230
泾秀苑	镇泾西村（西北村中心幼儿园背后）	120.4347620,31.6583890
顺发旺角城	市心中路123号	120.2654490,30.1683860
富力和园	北戴河高铁站东两公里，金城路南侧	116.3775990,39.8652610
江月时光	吴中区中山东路与长江路交叉口东行260米路南	120.5569310,31.2591320
兰园	七星街道鼓山西路与新和成路交叉口，毗邻海洋城	120.8736590,29.5055570
三和剑桥城蒂芙尼街区	蔡甸区蔡甸区蔡甸大街和西环路交汇处（汉阳一中旁）	114.0170140,30.5784920
君临	赵公口贾家花园3号（光彩体育馆东侧）	116.4145670,39.8527130
时代之尚	鄂城武昌大道东段与司徒路交界地块查看地图	114.3079900,30.3519060
方大胜景	北四西路6号	123.3402660,41.8114920
星汇花苑	诸暨市北靠艮塔西路，西邻外环西路	120.2091430,29.7276830
竹山华庭	天元东路与竹山路十字路口东南侧	118.8457100,31.9322240
海伦堡玖悦府	章丘区经十东路与清照大街西南（章丘中学、血液检测中心西临）	117.4972780,36.6688220
中骏丽景府	惠州市惠城区乌石一路中骏丽景府营销中心	113.6357860,23.2960660
晶崴公馆	新沿山河路（奥林匹克花园东院对面）	119.1891250,32.2884870
城市代号	商业东街（信合大楼对面）	114.2984620,23.1717840
千鹭湖国际度假区	开元东路千鹭湖风景区	113.3514900,28.3170520
海天花园	宝安45区翻身路与创业一路交汇处（创业天虹斜对面）	113.8942580,22.5628480
石药第一生活区	自强路与师范街交口西行100米路北	114.4661490,38.0396940
浩正美澜湾	保定市翠园街与云杉路交叉口	115.4726000,38.9029710
碧桂园豪园	商都大道人文路交叉口向南200米路东	113.9336470,34.7235440
金鹏林溪书院	琅琊苏州路与中新大道交叉口东南侧查看地图	118.7672520,32.0589470
桃花源	生物园西路18号	114.5375280,30.4794720
三木家天下文澜府	为民街7号	120.4875440,36.4368460
万科保利理想城市	青菱西岸南郊路与杨林三路交汇处	114.2175270,30.4236190
金洲海景	海盐盐北路（国际度假乐园——山水六旗旁）	120.9540630,30.5438750
平度御园新城	杭州南路188号	120.5448980,36.8627580
大诚-金廷府	世纪大道大诚·金廷府	120.1233600,30.2981790
欣盛东方郡	春晓路(春晓路与滨和路交界处)	120.2143810,30.1991790
金色梧桐	胜利路与明光路交口（合肥汽车站对面）	117.3056810,31.8662010
德信东境	鄞县大道与东珠路交叉口	121.7311760,29.8152540
金地长湖湾	环湖东路与地水路交口	117.1484870,38.9076070
光明领峰	太河路与黄山路交汇处	121.8386870,29.8980280
九悦香都	连霍高速九悦香都	107.2795670,34.3566010
新空港孔雀城领航国际	艺术大道与经四路交口	116.7210450,39.9700560
星泽华府	水口大道	114.4689850,23.1116540
长瑞城市广场	交通局东行200米	115.4929270,38.8679540
长投航空路壹号	航空路长投航空路壹号	114.2655420,30.5820960
百家湖别墅花园	湖滨路58号	118.8136850,31.9410400
公馆1790	振兴路澜悦华庭	120.6107170,31.0607960
中龙-龙萃苑	璜七西路188号	120.3311140,29.5711750
雨泉家园	珠江镇雨山西路	118.6120350,32.0570320
北大金城	嘉善炮台口车城北80米	120.9118460,30.8529170
东投君龙湾项目	桃花河以北，诚信路以西，桂花路以南	115.7987980,28.6277780
菱湖玉园	菱新公路环东路口（近德清新市）	120.2967640,30.6154640
豫发大运城蓝山公馆	郑港三街和郑港六路交汇处	113.8666000,34.5694000
万泉阳光华庭	三道堰围城路口（柏林河畔旁）	103.9201160,30.8722710
凯德新视界公寓	新区临港新城	121.8850850,30.8854050
第三空间	路北建设北路东侧，北邻市委党校	118.1782060,39.6586770
幸福花都	104国道和柳口路交口西行3000米处	117.0123800,39.1367860
武东金桂园	武东路8号（武东路武东公交车站旁，中百仓储斜对面）	114.4547410,30.5763510
树兰健康谷	清远路1517号	121.4918200,30.9458370
中梁壹号院	红塔区凤凰路森林公安局北侧	103.1779890,26.0794660
荣盛华府	浑南中路55甲	123.4993350,41.7440020
熙景台	西兰路与汽车大道交汇西北角	108.6738610,34.3696720
华鸿大发誉林府	青少年宫北路与海通路交汇处	121.2560720,30.1932360
国茂府	龙华道北侧学院路东侧	118.1587220,39.6820240
中房美林别墅	环林东路491弄	121.4477640,31.1188720
武汉天街	金家墩特1号	114.2595490,30.6125600
果林广场	福昆线与石龙路辅路交叉口向南前行500米西侧	102.8378720,24.9215230
招商局丝路中心	地铁3号线双寨站A1/A2口	109.0400410,34.3729140
锦江大厦	蜀山-三里庵-长江西路,近水湖路	117.2652290,31.8580780
水上明珠	河北桥东行200米	118.2123120,39.6866560
夏意雅园	广福路以南500-600米处（昆明市六甲乡叶家村）	102.7124820,24.9676360
东方骏景	大学路康复前街交汇处（老郑大东门对面）	113.6440790,34.7415000
合生悦公馆	博爱东路合生悦公馆	113.1067850,23.1151560
雅戈尔紫玉90	和丰创意广场北紫玉路66号	121.5695730,29.8852080
碧桂园幸福里	博罗县杨侨镇侨香路6号	114.0142530,22.5516720
高速时代学府	蜀山区杨河湾路以北、豌豆洼路以东	117.0393570,31.8355240
摩根中心	海椒市街3-5号	104.1034670,30.6404150
威尼斯印象	一品（渝黔高速路一品出口下行50米）	106.5371430,29.5470070
杭辰星万里	望梅路与兴元路交汇处	120.2215910,30.4593460
嘉御豪庭	石滩大道南128号	113.8005720,23.1976750
中海枫丹公馆	砖厂胡同54号	116.4397320,39.9036150
深业紫麟山花园	龙城街道长兴北路与龙平西路	114.2436760,22.7293210
新蒲-朗晴别院	航海路与工人路交汇处向西100米路北（地铁5号线后河芦站C口）	113.6209600,34.7285890
半山公馆	长大路1号（高新区烟灯山公园旁）	106.4870980,29.5398170
海泰北外滩	武昌路与四川北路交叉口	121.4909592,31.2531319
世茂福晟-红公馆	仓山福州金山大道北侧，洪湾北路东侧，仓山第六中心小学对面查看地图	119.2491670,26.0560000
锦文阁大厦	福田景田南路	114.0432810,22.5436060
汤臣一品	花园石桥路28弄	121.5015290,31.2330100
金沙美第	国税大道西侧（沙头小学北侧）	119.5320280,32.3109470
福晟庭院	金牛北路369号	118.9952430,31.6116700
宝龙香槟湖	玉祁唐平路与福西路交汇处	120.1846010,31.6997560
迈宇平墅	顺平路迈宇平墅	117.1208580,40.1458560
康泰花苑	玑东路东、蕉园小学北侧	112.4396700,23.0722060
郑州孔雀城公园海	中华路与汇丰路交叉口西南角	113.7470290,34.5633950
恒大滨江华府	季华北路（佛山新四中旁）	113.0405150,23.0256080
悦城	建华大街与光华路交口东北角	114.5501240,38.0596590
铭城国际社区	丈八北路与大寨路十字向西	108.8569880,34.2468260
蓝海花园	招远滨海新区金海路东、滨海二路南	120.2163490,37.3990010
炎华置信上林景著	崇庆南路炎华置信上林景著	103.6800120,30.6198710
长乐世茂璀璨滨江	营滨路长乐世茂璀璨滨江	119.4749570,25.9441070
融科金湖湾	湖津路121号	106.5561750,29.6562930
泰华海逸世家	新湖路与新安西路交界处北侧	113.8970360,22.5499340
海信积米湾	南港路111号	120.1578320,35.9192270
富盈花样年华	美景东路与银朗路交汇处（商会大厦旁边）	113.9504910,22.9425180
牛街庄	官渡区牛街庄山头上	102.7769170,25.0041370
绿地华侨城海珀滨江	龙王大街绿地华侨城海珀滨江	118.6894600,31.9801110
碧桂园培文府御园	雷锋大道碧桂园御园	112.8275470,28.3596940
康桥悦蓉园	滨河国际新城经南十二路与经开第十九大街东北	113.8104590,34.6790100
融创臻源锦宁里	纵七路（规划）与横四路（规划）交叉口	120.2652190,30.1774930
巴蜀丽景	五人路和新溉路交汇口	106.5515270,29.5992280
中建烟岚府	谷里街道牛首大道以西、莲花街以北地块,东至牛首大道，南至莲花街，西至现状，北至现状	118.6971860,31.8659500
骏景华庭	秣陵街道铺岗街28号	118.8342420,31.9177250
天成时代商务广场	相城富民东路与青龙港路交汇处查看地图	120.6354680,31.4214850
湾田国际建材城	开福芙蓉北路东侧太阳山路西侧查看地图	112.9393100,28.3498300
招商雍景湾	季华西路139号	113.0384370,23.0061370
凯欣苑	陈江街道甲子路	114.3201600,23.0056300
大足印象	龙中路	105.7214660,29.6962730
亚泰莲花山生态小镇	东自由大路与劝农大街交汇东行2.5公里	125.7238810,43.8007740
花畔里	平云路8号	108.4595930,22.7785380
巨成雅园	前横路警官学校南侧	119.3551270,26.0766880
德庆碧桂园城市之光	新圩镇致庆大道中160号（粤运车站对面）	111.7803320,23.1610810
中骏南湖香郡	学院路和南新道交汇处南行2000米	118.1560080,39.6176140
新湖香格里拉	东西大道新湖香格里拉	119.9955460,30.3530160
万科城	生态广场以南，生态东街与天富路交会	125.3871710,43.7993110
水榭春天	矿山路西苑中路交叉口（万科淮海天地正对面）	117.1528091,34.2714539
芭厘芭厘	南岸南湖支路29号	106.5596120,29.5114820
东郡红树湾	苕溪东路南侧，余家漾向东1000余米	120.1170210,30.8604460
万冠广场	里水镇里水大道中10号	113.1605440,23.1898020
越秀岭南隽庭	同济路28号	113.1131120,23.0188340
合生愉景湾	龙和东路	113.8668320,22.5546160
博雅苑	莲池南大街与三丰路交叉口南行700保府市场东侧	115.4997780,38.8420180
嵊州香溪名苑	长乐镇世纪大道与长乐江交汇处东北侧	120.6409790,29.4871320
海棠花开	三亚市海棠湾南田温泉度假区神泉大道海棠花开项目	109.7207480,18.4078570
保集瑞府	位于象山河路和丹河路交接处	121.8919320,29.4575870
越秀东坡	进港大道原南沙街道办事处旁	113.5649840,22.8027700
龙湖星海彼岸	滨海东路199号，龙湖滟澜海岸	121.6691195,37.4614610
美的-金地-新明珠-凤翔湾壹号	禅城区魁奇路石南大桥侧	113.0737950,22.9939150
华润二十四城	三桥新街地铁一号线B出口向西400米	108.8229700,34.2919920
青城花语墅	大观镇桃源村8组（青城外山）	103.5668670,30.8461180
中加水岸	金府路889号	104.0449150,30.7182940
荣尊堡	朝阳亚运村科荟路8号	116.4133640,40.0085150
华厦津典	绥江道与九连山路交口	117.2216120,39.0573900
金辉滨河云著	经开第十七大街以西、第十六大街以东、经南十三路以南、经南十四路以北	113.8005850,34.6720320
月星国际大厦	锡沪路、广南路、广益路3路交汇处	120.3364400,31.5880590
中粮世家	坪山区丹梓大道与兰景路交汇处	114.3733890,22.7313540
上尚缘	文翔路3588弄	121.1831570,31.0430530
万科翠湖春晓	南关区104省道新立城水库管理局东侧	125.3882550,43.7033390
晟园别墅	松山湖翠竹路1号	113.8856450,22.9381440
创世纪广场	新韶山南路与万家丽路交汇处	113.0177760,28.0647960
御城	林村社区西荣路90号	114.0750070,22.8083950
上坤华景川云栖宸园	临平大道与长宁路交汇处	120.2853210,30.4428870
中骏柏景湾	浦东区渡桥路78弄	121.5460920,31.1175400
金沙雅苑	金沙江路2299弄	121.3633000,31.2368000
坐标城九台别墅	南湖大道坐标城九台别墅	114.4123690,30.4762910
世茂云珑湾	中吉路世茂云珑湾	120.4118060,30.7107230
海航财富海湾	三亚湾路228号	109.3800170,18.2891580
天玺同祥墅	中山东路与祁连街交口北行200米	114.6136290,38.0422690
汉中翠庭	汉中门外大街1号	118.7649800,32.0427740
平江怡景	江乾路和平川路交汇处（平江新城管委会旁）	120.6177610,31.3355100
南浔公馆	嘉风路351号	120.4234040,30.8466890
东洲鸣翠苑	东风东路西、七里河南路南	113.7635610,34.7605730
御华庭园	纸坊大街1149号	114.3067810,30.3418170
恒益-幸福嘉苑	唐丰北路（原102国道南侧，卢各庄村北）	117.9771120,39.6562730
宝利新都汇	人民街与大丰路交口	117.8235560,39.2436070
汇峰嘉园	江山路西侧（保税区西大门对面）	120.1724100,35.9846900
